ST01Q01,International Grade,Me,International Grade,,,,,,,,2012,,,,,,,,,,,
ST21Q04,Sci interest - Human biology Q21d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST21Q05,Sci interest - Astronomy Q21e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST21Q06,Sci interest - Geology Q21f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST21Q07,Sci interest - Experiments Q21g,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST21Q08,Sci interest - Explanations Q21h,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST22Q01,Envr aware - Greenhouse Q22a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST22Q02,Envr aware - Genetic modified Q22b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST22Q03,Envr aware - Acid rain Q22c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST22Q04,Envr aware - Nuclear waste Q22d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST22Q05,Envr aware - Forest clearing Q22e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QA1,Envr info - Air pollution - none Q23a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QA2,Envr info - Air pollution - school Q23a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QA3,Envr info - Air pollution - media Q23a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QA4,Envr info - Air pollution - friends Q23a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QA5,Envr info - Air pollution - family Q23a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QA6,Envr info - Air pollution - Internet or books Q23a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QB1,Envr info - Energy shortages - none Q23b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QB2,Envr info - Energy shortages - school Q23b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QB3,Envr info - Energy shortages - media Q23b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QB4,Envr info - Energy shortages - friends Q23b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QB5,Envr info - Energy shortages - family Q23b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QB6,Envr info - Energy shortages - Internet or books Q23b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QC1,Envr info - Extinction - none Q23c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QC2,Envr info - Extinction - school Q23c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QC3,Envr info - Extinction - media Q23c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QC4,Envr info - Extinction - friends Q23c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QC5,Envr info - Extinction - family Q23c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QC6,Envr info - Extinction - Internet or books Q23c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QD1,Envr info - Forest clearing - none Q23d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QD2,Envr info - Forest clearing - school Q23d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QD3,Envr info - Forest clearing - media Q23d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QD4,Envr info - Forest clearing - friends Q23d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QD5,Envr info - Forest clearing - family Q23d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QD6,Envr info - Forest clearing - Internet or books Q23d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QE1,Envr info - Water shortages - none Q23e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QE2,Envr info - Water shortages - school Q23e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QE3,Envr info - Water shortages - media Q23e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QE4,Envr info - Water shortages - friends Q23e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QE5,Envr info - Water shortages - family Q23e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QE6,Envr info - Water shortages - Internet or books Q23e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QF1,Envr info - Nuclear waste - none Q23f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QF2,Envr info - Nuclear waste - school Q23f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QF3,Envr info - Nuclear waste - media Q23f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QF4,Envr info - Nuclear waste - friends Q23f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QF5,Envr info - Nuclear waste - family Q23f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST23QF6,Envr info - Nuclear waste - Internet or books Q23f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST24Q01,Envr issues - Air pollution Q24a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST24Q02,Envr issues - Energy shortages Q24b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST24Q03,Envr issues - Extinction Q24c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST24Q04,Envr issues - Forest clearing Q24d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST24Q05,Envr issues - Water shortages Q24e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST24Q06,Envr issues - Nuclear waste Q24f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST25Q01,Envr improve - Air pollution Q25a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST25Q02,Envr improve - Energy shortages Q25b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST25Q03,Envr improve - Extinction Q25c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST25Q04,Envr improve - Forest clearing Q25d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST25Q05,Envr improve - Water shortages Q25e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST25Q06,Envr improve - Nuclear waste Q25f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST26Q01,Envr responsibility - Car emissions Q26a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST26Q02,Envr responsibility- Energy wasted Q26b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST26Q03,Envr responsibility- Factory emissions Q26c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST26Q04,Envr responsibility- Plastic pack Q26d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST26Q05,Envr responsibility- Dangerous waste Q26e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST26Q06,Envr responsibility- Endangered Q26f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST26Q07,Envr responsibility- Renewable electricity Q26g,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST27Q01,Useful for Science career - School subjects Q27a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST27Q02,Useful for career - Science subjects Q27b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST27Q03,Useful for Science career - My subjects Q27c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST27Q04,Useful for Science career - Teaching Q27d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST28Q01,Science know - Job available Q28a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST28Q02,Science know - Find Where Q28b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST28Q03,Science know - Steps to take Q28c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST28Q04,Science know - Employers Q28d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST29Q01,Sci future - Like career Q29a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST29Q02,Sci future - After <secondary school> Q29b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST29Q03,Sci future - Advanced Q29c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST29Q04,Sci future - Work as adult Q29d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST30Q01,Self expected occupation at 30 ISCO code Q30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q01,Regular lessons - Science Q31a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q02,Out of school - Science Q31b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q03,Self study - Science Q31c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q04,Regular lessons - Mathematics Q31d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q05,Out of school - Mathematics Q31e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q06,Self study - Mathematics Q31f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q07,Regular lessons - Language Q31g,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q08,Out of school - Language Q31h,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q09,Self study - Language Q31i,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q10,Regular lessons - Other Q31j,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q11,Out of school - Other Q31k,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST31Q12,Self study - Other Q31l,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST32Q01,Lessons - School 1-1 Q32a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST32Q02,Lessons - Not school 1-1 Q32b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST32Q03,Lessons - School small Q32c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST32Q04,Lessons - Not school small Q32d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST32Q05,Lessons - School large Q32e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST32Q06,Lessons - Not school large Q32f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q11,Course - Comp Sci last yr Q33a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q12,Course - Comp Sci this yr Q33a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q21,Course - Opt Sci last yr Q33b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q22,Course - Opt Sci this yr Q33b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q31,Course - Comp Bio last yr Q33c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q32,Course - Comp Bio this yr Q33c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q41,Course - Opt Bio last yr Q33d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q42,Course - Opt Bio this yr Q33d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q51,Course - Comp Phy last yr Q33e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q52,Course - Comp Phy this yr Q33e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q61,Course - Opt Phy last yr Q33f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q62,Course - Opt Phy this yr Q33f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q71,Course - Comp Chem last yr Q33g,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q72,Course - Comp Chem this yr Q33g,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q81,Course - Opt Chem last yr Q33h,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST33Q82,Course - Opt Chem this yr Q33h,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q01,Learning - Student ideas Q34a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q02,Learning - Experiments Q34b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q03,Learning - Design for lab Q34c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q04,Learning - Apply everyday Q34d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q05,Learning - Student opinion Q34e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q06,Learning - Draw conclusions Q34f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q07,Learning - Differnt phenomena Q34g,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q08,Learning - Own experiments Q34h,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q09,Learning - Class debate Q34i,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q10,Learning - Demonstrations Q34j,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q11,Learning - Choose own Q34k,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q12,Learning - World outside Q34l,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q13,Learning - Discussion Q34m,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q14,Learning - Follow instructions Q34n,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q15,Learning - Explain relevance Q34o,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q16,Learning - Test ideas Q34p,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST34Q17,Learning - Society relevance Q34q,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST35Q01,Sci future - Help later work Q35a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST35Q02,Sci future - Learn need later Q35b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST35Q03,Sci future - Useful to me Q35c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST35Q04,Sci future - Improve career Q35d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST35Q05,Sci future - Get a job Q35e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST36Q01,Self - Do well Science Q36a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST36Q02,Self - Do well Maths Q36b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST36Q03,Self - Do well Language Q36c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST37Q01,Learning - Advanced easy Q37a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST37Q02,Learning - Good answers Q37b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST37Q03,Learning - Topics quickly Q37c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST37Q04,Learning - Topics easy Q37d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST37Q05,Learning - Understand well Q37e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ST37Q06,Learning - New ideas Q37f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC01Q01,Used computer IC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC02Q01,How long used computers IC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC03Q01,Use computer at home IC3a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC03Q02,Use computer at school IC3b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC03Q03,Use computer other places IC3c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC04Q01,Browse Internet IC4a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC04Q02,Play games IC4b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC04Q03,Write documents IC4c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC04Q04,Collaborate on Internet IC4d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC04Q05,Use spreadsheets IC4e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC04Q06,Download software IC4f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC04Q07,Graphics programs IC4g,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC04Q08,Educational software IC4h,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC04Q09,Download music IC4i,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC04Q10,Write programs IC4j,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC04Q11,E-mail or chat rooms IC4k,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q01,How well - Chat IC5a,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q02,How well - Virus IC5b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q03,How well - Edit photos IC5c,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q04,How well - Database IC5d,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q05,How well - Copy data to CD IC5e,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q06,How well - Move files IC5f,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q07,How well - Search Internet IC5g,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q08,How well - Download files IC5h,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q09,How well - Attach e-mail IC5i,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q10,How well - Word processor IC5j,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q11,How well - Spreadsheet IC5k,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q12,How well - Presentation IC5l,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q13,How well - Download music IC5m,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q14,How well - Multi-media IC5n,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q15,How well - E-mails IC5o,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IC05Q16,How well - Web Page IC5p,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
AGE,Age of student,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ISCEDL,ISCED level,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ISCEDD,ISCED designation,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ISCEDO,ISCED orientation,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
PROGN,Unique national study programme code,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
BMMJ,Occupational status Mother (SEI),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
BFMJ,Occupational status Father (SEI),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
BSMJ,Occupational status Self (SEI),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
HISEI,Highest parental occupational status,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
MSECATEG,Mother White collar/Blue collar classification,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
FSECATEG,Father White collar/Blue collar classification,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
HSECATEG,Highest parent White collar/Blue collar classification,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
SRC_M,Mother science-related career,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
SRC_F,Father science-related career,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
SRC_E,Either parent science-related career,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
SRC_S,Self science-related career at 30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
MISCED,Educational level of mother (ISCED),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
FISCED,Educational level of father (ISCED),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
HISCED,Highest educational level of parents (ISCED),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
PARED,Highest parental education in years,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
COBN_M,Country of birth (Mother) 5-digit code,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
COBN_F,Country of birth (Father) 5-digit code,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
COBN_S,Country of birth (Self) 5-digit code,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
IMMIG,Immigration status,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
LANGN,Language at home (3-digit),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
CARINFO,Student information on science-related careers PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
CARPREP,School preparation for science-related careers PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
CULTPOSS,Cultural possessions at home PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ENVAWARE,Awareness of environmental issues PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ENVOPT,Environmental optimism PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
ENVPERC,Perception of environmental issues PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
GENSCIE,General value of science PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
HEDRES,Home educational resources PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
HOMEPOS,Index of home possessions PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
INSTSCIE,Instrumental motivation in science PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
INTSCIE,General interest in learning science PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
JOYSCIE,Enjoyment of science PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
PERSCIE,Personal value of science PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
RESPDEV,Responsibility for sustainable development PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
SCAPPLY,Science Teaching - Focus on applications or models PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
SCHANDS,Science Teaching - Hands-on activities PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
SCIEACT,Science activities PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
SCIEEFF,Science self-efficacy PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
SCIEFUT,Future-oriented science motivation PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
SCINTACT,Science Teaching - Interaction PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
SCINVEST,Science Teaching - Student investigations PISA 2006 (WLE),NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,,,,,,,,,,,
